,Id,PID,MS SubClass,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Land Slope,Condition 1,Condition 2,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,has_garage,has_vnr,has_bsmt,has_alley,has_fireplace,has_pool,has_fence,zone_C (all),zone_FV,zone_I (all),zone_RH,zone_RL,zone_RM,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,total_full_bath,total_half_bath
1569,2523,533350050,20,68.0,50271,Pave,N/A,IR1,Low,4,1,Norm,Norm,1.0,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,4,3,CBlock,5,3,4,GLQ,1810.0,Unf,0.0,32.0,1842.0,GasA,4,1,SBrkr,1842,0,0,1842,2,0,0,1,0,1,4,5,8,1,4,Attchd,1981,3,3,894.0,3,3,1.0,857,72,0,0,0,0,0,N/A,0,11,2006,WD ,385000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
1570,627,535125090,60,85.0,13600,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,3,CBlock,3,3,1,BLQ,454.0,Unf,0.0,314.0,768.0,GasA,3,1,SBrkr,1186,800,0,1986,0,0,2,1,3,1,3,7,8,3,2,Attchd,1965,1,2,486.0,3,3,1.0,0,42,0,0,189,0,0,N/A,0,10,2009,WD ,205000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1571,251,906380190,20,64.0,6762,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,24.0,4,3,PConc,4,3,3,GLQ,686.0,Unf,0.0,501.0,1187.0,GasA,5,1,SBrkr,1208,0,0,1208,1,0,2,0,2,1,4,6,8,0,0,Attchd,2006,2,2,632.0,3,3,1.0,105,61,0,0,0,0,0,N/A,0,2,2010,WD ,206000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1572,2163,907414060,20,63.0,8500,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106.0,4,3,PConc,4,3,3,Unf,0.0,Unf,0.0,1422.0,1422.0,GasA,5,1,SBrkr,1422,0,0,1422,0,0,2,0,3,1,4,7,8,0,0,Attchd,2004,2,2,626.0,3,3,1.0,192,60,0,0,0,0,0,N/A,0,11,2007,WD ,179600,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1573,2819,908102330,20,67.0,8877,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,2,1,LwQ,836.0,Unf,0.0,0.0,836.0,GasA,3,1,FuseF,1220,0,0,1220,0,0,1,0,2,1,3,6,8,0,0,Detchd,1951,1,2,396.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,4,2006,COD,102000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1574,1025,527326130,20,115.30013964474307,15611,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,ALQ,767.0,LwQ,93.0,266.0,1126.0,GasA,3,1,SBrkr,1126,0,0,1126,0,1,2,0,3,1,5,6,8,0,0,Attchd,1977,2,2,540.0,3,3,1.0,180,0,0,0,0,0,0,N/A,0,3,2008,WD ,175000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1575,2592,535327210,20,70.0,13300,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,None,0.0,3,3,CBlock,3,3,1,Rec,494.0,Unf,0.0,521.0,1015.0,GasA,4,1,SBrkr,1384,0,0,1384,1,0,1,0,2,1,3,6,7,0,0,Attchd,2001,1,2,896.0,3,3,1.0,75,0,0,323,0,0,0,Shed,400,6,2006,WD ,159000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1576,1491,908103280,20,65.0,6500,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,6,6,1976,1976,Hip,CompShg,HdBoard,Plywood,BrkFace,84.0,3,3,CBlock,3,5,1,BLQ,1033.0,Unf,0.0,94.0,1127.0,GasA,3,1,SBrkr,1127,0,0,1127,0,1,1,1,3,1,3,6,8,1,1,Detchd,1991,1,2,480.0,3,3,1.0,0,0,138,0,0,0,0,N/A,0,5,2008,WD ,135000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1577,2742,905452140,50,75.0,9525,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.6666666666666667,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,1,Rec,444.0,Unf,0.0,550.0,994.0,GasA,4,1,SBrkr,1216,639,0,1855,0,0,2,0,4,1,3,7,8,0,0,Attchd,1954,1,1,325.0,3,3,1.0,182,0,0,0,0,0,0,N/A,0,10,2006,WD ,136900,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1578,2497,532378160,20,65.0,6993,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.0,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,BLQ,465.0,Unf,0.0,447.0,912.0,GasA,3,1,SBrkr,1236,0,0,1236,0,0,1,0,3,1,3,6,8,1,3,Attchd,1961,1,1,288.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,6,2006,WD ,135000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1579,495,528315090,60,82.0,9430,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,4,3,PConc,4,3,2,GLQ,1163.0,Unf,0.0,89.0,1252.0,GasA,5,1,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,4,8,8,1,4,Attchd,1999,2,3,856.0,3,3,1.0,0,128,0,0,180,0,0,N/A,0,7,2009,WD ,337000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1580,2528,534128210,60,81.45828198974257,11029,Pave,N/A,IR1,Lvl,4,1,PosA,Norm,2.0,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,3,3,CBlock,3,3,2,BLQ,619.0,Unf,0.0,435.0,1054.0,GasA,3,1,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,4,9,8,1,4,Attchd,1968,1,2,619.0,3,3,1.0,0,65,0,0,222,0,0,N/A,0,8,2006,WD ,250000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1581,1033,527380240,60,105.69856501543258,14311,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,8,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,402.0,4,3,PConc,4,3,1,GLQ,1023.0,Unf,0.0,213.0,1236.0,GasA,5,1,SBrkr,1236,1104,0,2340,1,0,2,1,4,1,4,9,8,1,4,Attchd,1996,2,3,787.0,3,3,1.0,192,180,218,0,0,0,4,N/A,0,6,2008,WD ,306000,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1582,764,904301070,90,60.0,10800,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4,4,4,GLQ,1200.0,Unf,0.0,0.0,1200.0,GasA,3,1,SBrkr,1200,0,0,1200,3,0,3,0,3,1,3,5,8,0,0,N/A,1978,0,0,0.0,0,0,1.0,120,0,0,0,0,0,0,N/A,0,3,2009,WD ,179000,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0
1583,1165,533212150,160,34.0,3604,Pave,Pave,Reg,Lvl,4,1,Norm,Norm,2.0,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,689.0,689.0,GasA,5,1,SBrkr,703,689,0,1392,0,0,2,0,2,1,4,5,8,0,0,Detchd,2007,1,2,540.0,3,3,1.0,0,102,0,0,0,0,0,N/A,0,2,2008,WD ,146000,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0
1584,2037,903457040,50,60.0,10320,Pave,Grvl,Reg,Lvl,4,1,Norm,Norm,1.6666666666666667,6,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,2,1,LwQ,375.0,Unf,0.0,763.0,1138.0,GasA,4,1,SBrkr,1138,1042,0,2180,0,0,1,1,3,1,3,7,8,1,4,Detchd,2006,1,2,720.0,3,3,0.0,0,0,170,0,0,0,0,N/A,0,5,2007,WD ,161000,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1585,113,534152050,20,78.31191984198391,10603,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,3,3,PConc,3,3,2,ALQ,1200.0,Unf,0.0,410.0,1610.0,GasA,4,1,SBrkr,1610,0,0,1610,1,0,2,0,3,1,4,6,8,2,3,Attchd,1977,2,2,480.0,3,3,1.0,168,68,0,0,0,0,0,N/A,0,2,2010,WD ,205000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1586,1572,916226030,120,42.0,4084,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,7,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340.0,4,3,CBlock,4,3,3,GLQ,893.0,Unf,0.0,384.0,1277.0,GasA,4,1,SBrkr,1501,0,0,1501,1,0,2,0,2,1,4,6,8,1,3,Attchd,1986,3,2,512.0,3,3,1.0,240,0,0,0,0,0,0,N/A,0,7,2008,WD ,241500,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0
1587,2052,905101200,20,61.0,7943,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.0,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192.0,3,2,CBlock,3,3,2,Rec,903.0,Unf,0.0,126.0,1029.0,GasA,4,1,SBrkr,1029,0,0,1029,1,0,1,0,3,1,3,5,8,0,0,Attchd,1961,1,1,261.0,3,3,1.0,64,0,39,0,0,0,0,N/A,0,4,2007,WD ,118500,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1588,2702,904101040,80,92.0,6930,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,3,3,CBlock,3,3,3,BLQ,300.0,Rec,294.0,468.0,1062.0,GasA,5,1,FuseF,1352,0,0,1352,0,1,1,0,3,1,4,6,6,0,0,BuiltIn,1958,1,1,288.0,3,3,1.0,168,0,294,0,0,0,0,N/A,0,7,2006,WD ,130000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1589,1981,902128160,30,60.0,7200,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,5,8,1940,1950,Gable,CompShg,VinylSd,VinylSd,Stone,279.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,808.0,808.0,GasA,5,1,SBrkr,1072,0,0,1072,0,0,1,0,2,1,3,5,8,2,4,Detchd,1940,1,2,379.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,5,2007,WD ,130000,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1590,2335,527214060,60,82.0,16052,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,2.0,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,734.0,5,3,PConc,5,3,1,GLQ,1206.0,Unf,0.0,644.0,1850.0,GasA,5,1,SBrkr,1850,848,0,2698,1,0,2,1,4,1,5,11,8,1,4,Attchd,2006,2,3,736.0,3,3,1.0,250,0,0,0,0,0,0,N/A,0,7,2006,New,535000,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1
1591,563,532378180,20,65.0,7150,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.0,5,6,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,3,3,CBlock,3,3,1,LwQ,140.0,BLQ,590.0,182.0,912.0,GasA,4,1,SBrkr,912,0,0,912,0,1,1,0,3,1,3,6,8,0,0,Attchd,1962,1,1,252.0,3,3,1.0,0,0,0,0,0,0,0,N/A,0,10,2009,WD ,123000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1592,1502,908201110,90,65.0,6012,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,3,2,PConc,0,0,0,N/A,0.0,N/A,0.0,0.0,0.0,GasA,3,0,SBrkr,1152,0,0,1152,0,0,2,0,2,2,3,6,8,0,0,N/A,1978,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,N/A,0,6,2008,WD ,82000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
1593,1310,902300260,75,53.0,5350,Pave,N/A,Reg,Lvl,4,1,Artery,Norm,2.0,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,BLQ,116.0,Unf,0.0,508.0,624.0,GasA,5,1,SBrkr,730,720,0,1450,0,0,1,0,3,1,3,7,8,0,0,Detchd,1935,1,1,288.0,3,3,1.0,0,192,0,0,0,0,3,N/A,0,3,2008,WD ,132000,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1594,2598,535376100,30,60.0,5400,Pave,N/A,Reg,Lvl,4,3,Norm,Norm,1.0,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,1073.0,1073.0,GasA,5,1,SBrkr,1073,0,0,1073,0,0,1,0,2,1,3,4,8,0,0,Detchd,1968,1,1,326.0,3,3,1.0,0,0,112,0,0,0,0,N/A,0,12,2006,WD ,108480,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1595,2715,905107220,20,70.42385699267345,9535,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,450.0,3,3,CBlock,3,3,1,BLQ,194.0,LwQ,982.0,0.0,1176.0,GasA,3,1,SBrkr,1458,0,0,1458,1,0,1,1,3,1,3,7,8,1,3,Attchd,1967,1,2,512.0,3,3,1.0,284,0,0,0,0,0,3,N/A,0,7,2006,WD ,165000,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
1596,1810,531376060,20,65.0,7441,Pave,N/A,IR1,Lvl,4,1,Norm,Norm,1.0,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,1461.0,1461.0,GasA,5,1,SBrkr,1486,0,0,1486,0,0,2,0,3,1,4,7,8,0,0,Attchd,2006,2,2,566.0,3,3,1.0,0,32,0,0,0,0,0,N/A,0,6,2007,WD ,181000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
1597,778,905200260,80,88.0,15400,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,5,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,1,Unf,0.0,Unf,0.0,552.0,552.0,GasA,3,1,SBrkr,904,611,259,1774,0,0,2,0,4,1,3,8,8,1,3,Attchd,1961,1,1,384.0,3,3,1.0,290,40,0,0,0,0,0,N/A,0,7,2009,WD ,165000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1598,339,924100050,50,68.0,10544,Pave,N/A,IR1,Lvl,4,2,Norm,Norm,1.6666666666666667,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,BLQ,476.0,Unf,0.0,388.0,864.0,GasA,3,1,SBrkr,864,615,0,1479,0,0,2,0,5,1,3,8,8,0,0,Attchd,1969,3,1,275.0,3,3,1.0,287,0,280,0,0,0,0,N/A,0,4,2010,WD ,161000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1599,2460,528445010,20,85.0,10936,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,1.0,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,1504.0,1504.0,GasA,5,1,SBrkr,1504,0,0,1504,0,0,2,0,3,1,4,7,8,0,0,Attchd,2006,3,2,510.0,3,3,1.0,144,0,0,0,0,0,0,N/A,0,9,2006,New,199000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
1600,320,916455170,60,80.0,11316,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,4,3,PConc,4,3,1,GLQ,624.0,Unf,0.0,193.0,817.0,GasA,5,1,SBrkr,824,1070,0,1894,1,0,2,1,4,1,4,8,8,1,4,BuiltIn,2002,3,2,510.0,3,3,1.0,0,40,0,0,0,0,0,N/A,0,2,2010,WD ,214900,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1
1601,2461,528456200,20,72.0,8640,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,1.0,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,GLQ,24.0,Unf,0.0,1254.0,1278.0,GasA,5,1,SBrkr,1278,0,0,1278,0,0,2,0,2,1,4,5,8,0,0,Attchd,2006,2,2,584.0,3,3,1.0,0,60,0,0,0,0,0,N/A,0,10,2006,New,198600,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
1602,2449,528348010,60,93.0,12090,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,1141.0,1141.0,GasA,4,1,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,4,10,8,1,3,BuiltIn,1998,3,2,420.0,3,3,1.0,144,123,0,0,0,0,0,N/A,0,7,2006,WD ,258000,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1603,817,906230020,90,65.36353453123249,7939,Pave,N/A,Reg,Lvl,4,1,Feedr,Norm,2.0,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,3,PConc,5,3,1,GLQ,820.0,Unf,0.0,348.0,1168.0,GasA,5,1,SBrkr,1168,1619,0,2787,2,0,4,2,6,2,3,8,8,2,3,BuiltIn,2000,3,4,820.0,3,3,1.0,312,0,0,0,0,0,0,N/A,0,10,2009,WD ,269500,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,2
1604,1096,528290090,60,63.80745592858695,7750,Pave,N/A,Reg,Lvl,4,1,RRAn,Norm,2.0,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,N/A,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,707.0,707.0,GasA,5,1,SBrkr,707,707,0,1414,0,0,2,1,3,1,4,6,8,1,4,Attchd,2002,3,2,403.0,3,3,1.0,100,35,0,0,0,0,0,N/A,0,4,2008,WD ,176000,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1605,1893,534403040,80,85.0,9350,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,4,3,4,LwQ,270.0,ALQ,580.0,452.0,1302.0,GasA,5,1,SBrkr,1302,0,0,1302,0,1,2,0,3,1,4,7,7,0,0,Attchd,1964,2,1,309.0,3,3,1.0,333,0,0,0,0,0,3,N/A,0,10,2007,CWD,158000,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1606,479,528240060,80,63.80745592858695,7750,Pave,N/A,Reg,Lvl,4,1,Norm,Norm,2.0,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,GLQ,353.0,Unf,0.0,55.0,408.0,GasA,5,1,SBrkr,779,640,0,1419,1,0,2,1,3,1,4,7,8,1,3,BuiltIn,2002,3,2,527.0,3,3,1.0,120,0,0,0,0,0,0,N/A,0,3,2009,WD ,184100,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
